Label,Name,Nillable,Picklistvalues,Referenceto,Relationshipname,Type,Unique,Updateable
Remove Logos from Accounts,PermissionsSocialInsightsLogoAdmin,FALSE,--,--,null,boolean,FALSE,TRUE
Show Company Name as Community Role,PermissionsShowCompanyNameAsUserBadge,FALSE,--,--,null,boolean,FALSE,TRUE
Access Community Management,PermissionsAccessCMC,FALSE,--,--,null,boolean,FALSE,TRUE
View Health Check,PermissionsViewHealthCheck,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Health Check,PermissionsManageHealthCheck,FALSE,--,--,null,boolean,FALSE,TRUE
Create and Update Second-Generation Packages,PermissionsPackaging2,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Certificates,PermissionsManageCertificates,FALSE,--,--,null,boolean,FALSE,TRUE
Report Builder (Lightning Experience),PermissionsCreateReportInLightning,FALSE,--,--,null,boolean,FALSE,TRUE
Hide Option to Switch to Salesforce Classic,PermissionsPreventClassicExperience,FALSE,--,--,null,boolean,FALSE,TRUE
Hide the Seen By List,PermissionsHideReadByList,FALSE,--,--,null,boolean,FALSE,TRUE
Allow sending of List Emails,PermissionsListEmailSend,FALSE,--,--,null,boolean,FALSE,TRUE
Pin Posts in Feeds,PermissionsFeedPinning,FALSE,--,--,null,boolean,FALSE,TRUE
Allow Access to Customized Actions,PermissionsUseWebLink,FALSE,--,--,null,boolean,FALSE,TRUE
View All Activities,PermissionsViewAllActivities,FALSE,--,--,null,boolean,FALSE,TRUE
Subscribe to Reports: Add Recipients,PermissionsSubscribeReportToOtherUsers,FALSE,--,--,null,boolean,FALSE,TRUE
Lightning Console User,PermissionsLightningConsoleAllowedForUser,FALSE,--,--,null,boolean,FALSE,TRUE
Subscribe to Reports: Set Running User,PermissionsSubscribeReportsRunAsUser,FALSE,--,--,null,boolean,FALSE,TRUE
Subscribe to Dashboards,PermissionsSubscribeToLightningDashboards,FALSE,--,--,null,boolean,FALSE,TRUE
Apex REST Services,PermissionsApexRestServices,FALSE,--,--,null,boolean,FALSE,TRUE
Show App Launcher in Communities,PermissionsEnableCommunityAppLauncher,FALSE,--,--,null,boolean,FALSE,TRUE
User License ID,UserLicenseId,FALSE,--,"[ ""UserLicense"" ]",UserLicense,reference,FALSE,FALSE
User Type,UserType,TRUE,"[ ""Standard"" , ""PowerPartner"" , ""PowerCustomerSuccess"" , ""CustomerSuccess"" , ""Guest"" , ""CspLitePortal"" , ""CsnOnly"" , ""SelfService"" ]",--,null,picklist,FALSE,FALSE
Created Date,CreatedDate,FALSE,--,--,null,datetime,FALSE,FALSE
Created By ID,CreatedById,FALSE,--,"[ ""User"" ]",CreatedBy,reference,FALSE,FALSE
Last Modified Date,LastModifiedDate,FALSE,--,--,null,datetime,FALSE,FALSE
Last Modified By ID,LastModifiedById,FALSE,--,"[ ""User"" ]",LastModifiedBy,reference,FALSE,FALSE
System Modstamp,SystemModstamp,FALSE,--,--,null,datetime,FALSE,FALSE
Description,Description,TRUE,--,--,null,string,FALSE,TRUE
Last Viewed Date,LastViewedDate,TRUE,--,--,null,datetime,FALSE,FALSE
Last Referenced Date,LastReferencedDate,TRUE,--,--,null,datetime,FALSE,FALSE
